,drug,interaction,food,common_compound
511,Digoxin,increase_adverse_effects,Yellow bell pepper,glycine
515,Digoxin,increase_adverse_effects,Yellow wax bean,glycine
509,Digoxin,increase_adverse_effects,Yellow zucchini,glycine
299,Digoxin,increase_adverse_effects,Yellowfin tuna,glycine
300,Digoxin,increase_adverse_effects,Yellowtail amberjack,glycine
362,Digoxin,increase_adverse_effects,Ymer,glycine
356,Digoxin,increase_adverse_effects,Yogurt,glycine
975,Dimercaprol,increase_nephrotoxicity,Arabica coffee,iron
986,Dimercaprol,increase_nephrotoxicity,Cabbage,iron
974,Dimercaprol,increase_nephrotoxicity,Ceylon cinnamon,iron
982,Dimercaprol,increase_nephrotoxicity,Cocoa bean,iron
976,Dimercaprol,increase_nephrotoxicity,Common hazelnut,iron
978,Dimercaprol,increase_nephrotoxicity,Cornmint,iron
979,Dimercaprol,increase_nephrotoxicity,Evening primrose,iron
971,Dimercaprol,increase_nephrotoxicity,Garden onion,iron
981,Dimercaprol,increase_nephrotoxicity,Garden tomato (var.),iron
983,Dimercaprol,increase_nephrotoxicity,Highbush blueberry,iron
972,Dimercaprol,increase_nephrotoxicity,Mugwort,iron
989,Dimercaprol,increase_nephrotoxicity,Nanking cherry,iron
987,Dimercaprol,increase_nephrotoxicity,Orange bell pepper,iron
984,Dimercaprol,increase_nephrotoxicity,Pepper (C. frutescens),iron
973,Dimercaprol,increase_nephrotoxicity,Roman camomile,iron
988,Dimercaprol,increase_nephrotoxicity,Saskatoon berry,iron
980,Dimercaprol,increase_nephrotoxicity,Scarlet bean,iron
985,Dimercaprol,increase_nephrotoxicity,Soft-necked garlic,iron
977,Dimercaprol,increase_nephrotoxicity,Wild carrot,iron
1603,Hyaluronidase,increase_serum_concentration,Arabica coffee,phenol
1607,Hyaluronidase,increase_serum_concentration,Bilberry,phenol
1608,Hyaluronidase,increase_serum_concentration,Cocoa powder,phenol
1602,Hyaluronidase,increase_serum_concentration,Coffee,phenol
1606,Hyaluronidase,increase_serum_concentration,Highbush blueberry,phenol
1604,Hyaluronidase,increase_serum_concentration,Robusta coffee,phenol
1601,Hyaluronidase,increase_serum_concentration,Safflower,phenol
1605,Hyaluronidase,increase_serum_concentration,Sweet marjoram,phenol
967,Ivabradine,increase_qtc_prolongation,Burdock,atropine
1619,Lithium citrate,increase_hypothyroid_activities,Bitter gourd,iodine
1618,Lithium citrate,increase_hypothyroid_activities,Black walnut,iodine
1623,Lithium citrate,increase_hypothyroid_activities,Broad bean,iodine
1626,Lithium citrate,increase_hypothyroid_activities,Butternut,iodine
1627,Lithium citrate,increase_hypothyroid_activities,Calabash,iodine
1609,Lithium citrate,increase_hypothyroid_activities,Cashew nut,iodine
1611,Lithium citrate,increase_hypothyroid_activities,Ceylon cinnamon,iodine
1610,Lithium citrate,increase_hypothyroid_activities,Chinese cinnamon,iodine
1612,Lithium citrate,increase_hypothyroid_activities,Common hazelnut,iodine
1613,Lithium citrate,increase_hypothyroid_activities,Fennel,iodine
1624,Lithium citrate,increase_hypothyroid_activities,Gram bean,iodine
1628,Lithium citrate,increase_hypothyroid_activities,Horseradish tree,iodine
1615,Lithium citrate,increase_hypothyroid_activities,Hyssop,iodine
1625,Lithium citrate,increase_hypothyroid_activities,Mung bean,iodine
1629,Lithium citrate,increase_hypothyroid_activities,Opium poppy,iodine
1620,Lithium citrate,increase_hypothyroid_activities,Pepper (Spice),iodine
1621,Lithium citrate,increase_hypothyroid_activities,Pistachio,iodine
1622,Lithium citrate,increase_hypothyroid_activities,Sorrel,iodine
1614,Lithium citrate,increase_hypothyroid_activities,Sunflower,iodine
1616,Lithium citrate,increase_hypothyroid_activities,Swamp cabbage,iodine
1617,Lithium citrate,increase_hypothyroid_activities,Sweet potato,iodine
2329,Magnesium silicate,increase_serum_concentration,Alaska pollock,vitamin d
2334,Magnesium silicate,increase_serum_concentration,Albacore tuna,vitamin d
2303,Magnesium silicate,increase_serum_concentration,American lobster,vitamin d
2321,Magnesium silicate,increase_serum_concentration,American shad,vitamin d
2359,Magnesium silicate,increase_serum_concentration,Anatidae,vitamin d
2352,Magnesium silicate,increase_serum_concentration,Anchovy,vitamin d
2360,Magnesium silicate,increase_serum_concentration,Anguilliformes,vitamin d
2292,Magnesium silicate,increase_serum_concentration,Atlantic cod,vitamin d
2294,Magnesium silicate,increase_serum_concentration,Atlantic croaker,vitamin d
2336,Magnesium silicate,increase_serum_concentration,Atlantic halibut,vitamin d
2280,Magnesium silicate,increase_serum_concentration,Atlantic herring,vitamin d
2281,Magnesium silicate,increase_serum_concentration,Atlantic mackerel,vitamin d
2283,Magnesium silicate,increase_serum_concentration,Atlantic pollock,vitamin d
2284,Magnesium silicate,increase_serum_concentration,Atlantic wolffish,vitamin d
2393,Magnesium silicate,increase_serum_concentration,Baby food,vitamin d
2320,Magnesium silicate,increase_serum_concentration,Bearded seal,vitamin d
2285,Magnesium silicate,increase_serum_concentration,Beluga whale,vitamin d
2279,Magnesium silicate,increase_serum_concentration,Biscuit,vitamin d
2340,Magnesium silicate,increase_serum_concentration,"Bivalvia (Clam, Mussel, Oyster)",vitamin d
2277,Magnesium silicate,increase_serum_concentration,Breakfast cereal,vitamin d
2435,Magnesium silicate,increase_serum_concentration,Breakfast sandwich,vitamin d
2287,Magnesium silicate,increase_serum_concentration,Burbot,vitamin d
2411,Magnesium silicate,increase_serum_concentration,Burrito,vitamin d
2386,Magnesium silicate,increase_serum_concentration,Butter,vitamin d
2436,Magnesium silicate,increase_serum_concentration,Butterfat,vitamin d
2404,Magnesium silicate,increase_serum_concentration,Buttermilk,vitamin d
2379,Magnesium silicate,increase_serum_concentration,Cake,vitamin d
2455,Magnesium silicate,increase_serum_concentration,Candy bar,vitamin d
2353,Magnesium silicate,increase_serum_concentration,Carp bream,vitamin d
2371,Magnesium silicate,increase_serum_concentration,Catfish,vitamin d
2328,Magnesium silicate,increase_serum_concentration,"Cattle (Beef, Veal)",vitamin d
2289,Magnesium silicate,increase_serum_concentration,Channel catfish,vitamin d
2354,Magnesium silicate,increase_serum_concentration,Chanterelle,vitamin d
2356,Magnesium silicate,increase_serum_concentration,Charr,vitamin d
2374,Magnesium silicate,increase_serum_concentration,Cheese,vitamin d
2413,Magnesium silicate,increase_serum_concentration,Chili,vitamin d
2314,Magnesium silicate,increase_serum_concentration,Chinook salmon,vitamin d
2311,Magnesium silicate,increase_serum_concentration,Chum salmon,vitamin d
2408,Magnesium silicate,increase_serum_concentration,Cichlidae (Tilapia),vitamin d
2290,Magnesium silicate,increase_serum_concentration,Cisco,vitamin d
2337,Magnesium silicate,increase_serum_concentration,"Clupeinae (Herring, Sardine, Sprat)",vitamin d
2399,Magnesium silicate,increase_serum_concentration,Cocoa powder,vitamin d
2312,Magnesium silicate,increase_serum_concentration,Coho salmon,vitamin d
2438,Magnesium silicate,increase_serum_concentration,Cold cut,vitamin d
2373,Magnesium silicate,increase_serum_concentration,"Columbidae (Dove, Pigeon)",vitamin d
2288,Magnesium silicate,increase_serum_concentration,Common carp,vitamin d
2357,Magnesium silicate,increase_serum_concentration,Common dab,vitamin d
2346,Magnesium silicate,increase_serum_concentration,Common mushroom,vitamin d
2293,Magnesium silicate,increase_serum_concentration,Common octopus,vitamin d
2456,Magnesium silicate,increase_serum_concentration,Condensed milk,vitamin d
2421,Magnesium silicate,increase_serum_concentration,Corn chip,vitamin d
2460,Magnesium silicate,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 0% fat",vitamin d
2461,Magnesium silicate,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 1% fat",vitamin d
2462,Magnesium silicate,increase_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 2% fat",vitamin d
2463,Magnesium silicate,increase_serum_concentration,"Cow milk, pasteurized, vitamin D added, 3.25% fat",vitamin d
2442,Magnesium silicate,increase_serum_concentration,Cracker,vitamin d
2342,Magnesium silicate,increase_serum_concentration,Crayfish,vitamin d
2387,Magnesium silicate,increase_serum_concentration,Cream,vitamin d
2382,Magnesium silicate,increase_serum_concentration,Crisp bread,vitamin d
2344,Magnesium silicate,increase_serum_concentration,Domestic pig,vitamin d
2401,Magnesium silicate,increase_serum_concentration,Dried milk,vitamin d
2451,Magnesium silicate,increase_serum_concentration,Dripping,vitamin d
2417,Magnesium silicate,increase_serum_concentration,Dulce de leche,vitamin d
2295,Magnesium silicate,increase_serum_concentration,Eastern oyster,vitamin d
2420,Magnesium silicate,increase_serum_concentration,Egg roll,vitamin d
2432,Magnesium silicate,increase_serum_concentration,Egg substitute,vitamin d
2376,Magnesium silicate,increase_serum_concentration,Eggs,vitamin d
2348,Magnesium silicate,increase_serum_concentration,Enokitake,vitamin d
2297,Magnesium silicate,increase_serum_concentration,European anchovy,vitamin d
2446,Magnesium silicate,increase_serum_concentration,Evaporated milk,vitamin d
2343,Magnesium silicate,increase_serum_concentration,Flatfish,vitamin d
2298,Magnesium silicate,increase_serum_concentration,Florida pompano,vitamin d
2296,Magnesium silicate,increase_serum_concentration,Freshwater eel,vitamin d
2449,Magnesium silicate,increase_serum_concentration,Frozen yogurt,vitamin d
2448,Magnesium silicate,increase_serum_concentration,Fruit-flavor drink,vitamin d
2335,Magnesium silicate,increase_serum_concentration,Gadus (Common cod),vitamin d
2362,Magnesium silicate,increase_serum_concentration,Garfish,vitamin d
2324,Magnesium silicate,increase_serum_concentration,Greater sturgeon,vitamin d
2299,Magnesium silicate,increase_serum_concentration,Greenland halibut/turbot,vitamin d
2300,Magnesium silicate,increase_serum_concentration,Haddock,vitamin d
2412,Magnesium silicate,increase_serum_concentration,Hamburger,vitamin d
2301,Magnesium silicate,increase_serum_concentration,Hippoglossus (Common halibut),vitamin d
2400,Magnesium silicate,increase_serum_concentration,Hot chocolate,vitamin d
2378,Magnesium silicate,increase_serum_concentration,Ice cream,vitamin d
2441,Magnesium silicate,increase_serum_concentration,Ice cream cone,vitamin d
2409,Magnesium silicate,increase_serum_concentration,Icing,vitamin d
2422,Magnesium silicate,increase_serum_concentration,Junket,vitamin d
2403,Magnesium silicate,increase_serum_concentration,Kefir,vitamin d
2363,Magnesium silicate,increase_serum_concentration,Lake trout,vitamin d
2397,Magnesium silicate,increase_serum_concentration,Lard,vitamin d
2364,Magnesium silicate,increase_serum_concentration,Lumpsucker,vitamin d
2350,Magnesium silicate,increase_serum_concentration,Maitake,vitamin d
2457,Magnesium silicate,increase_serum_concentration,Margarine,vitamin d
2458,Magnesium silicate,increase_serum_concentration,Margarine-like spread,vitamin d
2429,Magnesium silicate,increase_serum_concentration,Meatloaf,vitamin d
2375,Magnesium silicate,increase_serum_concentration,Milk (Cow),vitamin d
2391,Magnesium silicate,increase_serum_concentration,Milk (Human),vitamin d
2402,Magnesium silicate,increase_serum_concentration,Milk (Other mammals),vitamin d
2459,Magnesium silicate,increase_serum_concentration,Milk substitute,vitamin d
2450,Magnesium silicate,increase_serum_concentration,Milkshake,vitamin d
2424,Magnesium silicate,increase_serum_concentration,Morchella (Morel),vitamin d
2286,Magnesium silicate,increase_serum_concentration,Northern bluefin tuna,vitamin d
2307,Magnesium silicate,increase_serum_concentration,Northern pike,vitamin d
2433,Magnesium silicate,increase_serum_concentration,Nutritional drink,vitamin d
2398,Magnesium silicate,increase_serum_concentration,Other animal fat,vitamin d
2392,Magnesium silicate,increase_serum_concentration,Other beverage,vitamin d
2276,Magnesium silicate,increase_serum_concentration,Other bread,vitamin d
2452,Magnesium silicate,increase_serum_concentration,Other dish,vitamin d
2405,Magnesium silicate,increase_serum_concentration,Other fermented milk,vitamin d
2390,Magnesium silicate,increase_serum_concentration,Other fish product,vitamin d
2423,Magnesium silicate,increase_serum_concentration,Other frozen dessert,vitamin d
2445,Magnesium silicate,increase_serum_concentration,Other pasta dish,vitamin d
2434,Magnesium silicate,increase_serum_concentration,Other sandwich,vitamin d
2381,Magnesium silicate,increase_serum_concentration,Other snack food,vitamin d
2349,Magnesium silicate,increase_serum_concentration,Oyster mushroom,vitamin d
2291,Magnesium silicate,increase_serum_concentration,Pacific cod,vitamin d
2302,Magnesium silicate,increase_serum_concentration,Pacific jack mackerel,vitamin d
2306,Magnesium silicate,increase_serum_concentration,Pacific rockfish,vitamin d
2316,Magnesium silicate,increase_serum_concentration,Pacific sardine,vitamin d
2282,Magnesium silicate,increase_serum_concentration,Painted comber,vitamin d
2425,Magnesium silicate,increase_serum_concentration,Pancake,vitamin d
2278,Magnesium silicate,increase_serum_concentration,Pasta,vitamin d
2383,Magnesium silicate,increase_serum_concentration,Pastry,vitamin d
2339,Magnesium silicate,increase_serum_concentration,Perciformes,vitamin d
2338,Magnesium silicate,increase_serum_concentration,Percoidei (Bass and others),vitamin d
2440,Magnesium silicate,increase_serum_concentration,Pie,vitamin d
2439,Magnesium silicate,increase_serum_concentration,Pie crust,vitamin d
2367,Magnesium silicate,increase_serum_concentration,Pikeperch,vitamin d
2310,Magnesium silicate,increase_serum_concentration,Pink salmon,vitamin d
2368,Magnesium silicate,increase_serum_concentration,"Pleuronectidae (Dab, Halibut, Plaice)",vitamin d
2333,Magnesium silicate,increase_serum_concentration,Pollock,vitamin d
2453,Magnesium silicate,increase_serum_concentration,Pot pie,vitamin d
2275,Magnesium silicate,increase_serum_concentration,Potato,vitamin d
2447,Magnesium silicate,increase_serum_concentration,Potato bread,vitamin d
2415,Magnesium silicate,increase_serum_concentration,Processed cheese,vitamin d
2426,Magnesium silicate,increase_serum_concentration,Pudding,vitamin d
2345,Magnesium silicate,increase_serum_concentration,Quail,vitamin d
2430,Magnesium silicate,increase_serum_concentration,Quesadilla,vitamin d
2308,Magnesium silicate,increase_serum_concentration,Rainbow smelt,vitamin d
2309,Magnesium silicate,increase_serum_concentration,Rainbow trout,vitamin d
2443,Magnesium silicate,increase_serum_concentration,Ravioli,vitamin d
2396,Magnesium silicate,increase_serum_concentration,Remoulade,vitamin d
2407,Magnesium silicate,increase_serum_concentration,Roe,vitamin d
2416,Magnesium silicate,increase_serum_concentration,Salad,vitamin d
2384,Magnesium silicate,increase_serum_concentration,Salad dressing,vitamin d
2326,Magnesium silicate,increase_serum_concentration,"Salmonidae (Salmon, Trout)",vitamin d
2385,Magnesium silicate,increase_serum_concentration,Sauce,vitamin d
2388,Magnesium silicate,increase_serum_concentration,Sausage,vitamin d
2317,Magnesium silicate,increase_serum_concentration,Scallop,vitamin d
2365,Magnesium silicate,increase_serum_concentration,"Scombridae (Bonito, Mackerel, Tuna)",vitamin d
2444,Magnesium silicate,increase_serum_concentration,Scrapple,vitamin d
2318,Magnesium silicate,increase_serum_concentration,Scup,vitamin d
2322,Magnesium silicate,increase_serum_concentration,Shark,vitamin d
2347,Magnesium silicate,increase_serum_concentration,Shiitake,vitamin d
2341,Magnesium silicate,increase_serum_concentration,Shrimp,vitamin d
2410,Magnesium silicate,increase_serum_concentration,Snack bar,vitamin d
2323,Magnesium silicate,increase_serum_concentration,Snapper,vitamin d
2313,Magnesium silicate,increase_serum_concentration,Sockeye salmon,vitamin d
2394,Magnesium silicate,increase_serum_concentration,Soup,vitamin d
2428,Magnesium silicate,increase_serum_concentration,Soy milk,vitamin d
2437,Magnesium silicate,increase_serum_concentration,Soy yogurt,vitamin d
2315,Magnesium silicate,increase_serum_concentration,Spanish mackerel,vitamin d
2358,Magnesium silicate,increase_serum_concentration,Spiny dogfish,vitamin d
2305,Magnesium silicate,increase_serum_concentration,Spotted seal,vitamin d
2431,Magnesium silicate,increase_serum_concentration,Spread,vitamin d
2319,Magnesium silicate,increase_serum_concentration,Steller sea lion,vitamin d
2304,Magnesium silicate,increase_serum_concentration,Striped mullet,vitamin d
2454,Magnesium silicate,increase_serum_concentration,Stuffing,vitamin d
2355,Magnesium silicate,increase_serum_concentration,Sturgeon,vitamin d
2419,Magnesium silicate,increase_serum_concentration,Sweet custard,vitamin d
2274,Magnesium silicate,increase_serum_concentration,Sweet orange,vitamin d
2325,Magnesium silicate,increase_serum_concentration,Swordfish,vitamin d
2414,Magnesium silicate,increase_serum_concentration,Taco,vitamin d
2395,Magnesium silicate,increase_serum_concentration,Tallow,vitamin d
2372,Magnesium silicate,increase_serum_concentration,Thunnus,vitamin d
2406,Magnesium silicate,increase_serum_concentration,Tofu,vitamin d
2418,Magnesium silicate,increase_serum_concentration,Topping,vitamin d
2361,Magnesium silicate,increase_serum_concentration,True frog,vitamin d
2366,Magnesium silicate,increase_serum_concentration,True oyster,vitamin d
2369,Magnesium silicate,increase_serum_concentration,True seal,vitamin d
2370,Magnesium silicate,increase_serum_concentration,True sole,vitamin d
2327,Magnesium silicate,increase_serum_concentration,Turkey,vitamin d
2427,Magnesium silicate,increase_serum_concentration,Waffle,vitamin d
2351,Magnesium silicate,increase_serum_concentration,Wheat,vitamin d
2389,Magnesium silicate,increase_serum_concentration,Whey,vitamin d
2464,Magnesium silicate,increase_serum_concentration,White bread,vitamin d
2330,Magnesium silicate,increase_serum_concentration,Whitefish,vitamin d
2331,Magnesium silicate,increase_serum_concentration,Whiting,vitamin d
2332,Magnesium silicate,increase_serum_concentration,Yellowfin tuna,vitamin d
2380,Magnesium silicate,increase_serum_concentration,Ymer,vitamin d
2377,Magnesium silicate,increase_serum_concentration,Yogurt,vitamin d
2138,Mineral oil,decrease_serum_concentration,Alaska pollock,vitamin d
2143,Mineral oil,decrease_serum_concentration,Albacore tuna,vitamin d
2112,Mineral oil,decrease_serum_concentration,American lobster,vitamin d
2130,Mineral oil,decrease_serum_concentration,American shad,vitamin d
2168,Mineral oil,decrease_serum_concentration,Anatidae,vitamin d
2161,Mineral oil,decrease_serum_concentration,Anchovy,vitamin d
2169,Mineral oil,decrease_serum_concentration,Anguilliformes,vitamin d
2101,Mineral oil,decrease_serum_concentration,Atlantic cod,vitamin d
2103,Mineral oil,decrease_serum_concentration,Atlantic croaker,vitamin d
2145,Mineral oil,decrease_serum_concentration,Atlantic halibut,vitamin d
2089,Mineral oil,decrease_serum_concentration,Atlantic herring,vitamin d
2090,Mineral oil,decrease_serum_concentration,Atlantic mackerel,vitamin d
2092,Mineral oil,decrease_serum_concentration,Atlantic pollock,vitamin d
2093,Mineral oil,decrease_serum_concentration,Atlantic wolffish,vitamin d
2202,Mineral oil,decrease_serum_concentration,Baby food,vitamin d
2129,Mineral oil,decrease_serum_concentration,Bearded seal,vitamin d
2094,Mineral oil,decrease_serum_concentration,Beluga whale,vitamin d
2088,Mineral oil,decrease_serum_concentration,Biscuit,vitamin d
2149,Mineral oil,decrease_serum_concentration,"Bivalvia (Clam, Mussel, Oyster)",vitamin d
2086,Mineral oil,decrease_serum_concentration,Breakfast cereal,vitamin d
2244,Mineral oil,decrease_serum_concentration,Breakfast sandwich,vitamin d
2096,Mineral oil,decrease_serum_concentration,Burbot,vitamin d
2220,Mineral oil,decrease_serum_concentration,Burrito,vitamin d
2195,Mineral oil,decrease_serum_concentration,Butter,vitamin d
2245,Mineral oil,decrease_serum_concentration,Butterfat,vitamin d
2213,Mineral oil,decrease_serum_concentration,Buttermilk,vitamin d
2188,Mineral oil,decrease_serum_concentration,Cake,vitamin d
2264,Mineral oil,decrease_serum_concentration,Candy bar,vitamin d
2162,Mineral oil,decrease_serum_concentration,Carp bream,vitamin d
2180,Mineral oil,decrease_serum_concentration,Catfish,vitamin d
2137,Mineral oil,decrease_serum_concentration,"Cattle (Beef, Veal)",vitamin d
2098,Mineral oil,decrease_serum_concentration,Channel catfish,vitamin d
2163,Mineral oil,decrease_serum_concentration,Chanterelle,vitamin d
2165,Mineral oil,decrease_serum_concentration,Charr,vitamin d
2183,Mineral oil,decrease_serum_concentration,Cheese,vitamin d
2222,Mineral oil,decrease_serum_concentration,Chili,vitamin d
2123,Mineral oil,decrease_serum_concentration,Chinook salmon,vitamin d
2120,Mineral oil,decrease_serum_concentration,Chum salmon,vitamin d
2217,Mineral oil,decrease_serum_concentration,Cichlidae (Tilapia),vitamin d
2099,Mineral oil,decrease_serum_concentration,Cisco,vitamin d
2146,Mineral oil,decrease_serum_concentration,"Clupeinae (Herring, Sardine, Sprat)",vitamin d
2208,Mineral oil,decrease_serum_concentration,Cocoa powder,vitamin d
2121,Mineral oil,decrease_serum_concentration,Coho salmon,vitamin d
2247,Mineral oil,decrease_serum_concentration,Cold cut,vitamin d
2182,Mineral oil,decrease_serum_concentration,"Columbidae (Dove, Pigeon)",vitamin d
2097,Mineral oil,decrease_serum_concentration,Common carp,vitamin d
2166,Mineral oil,decrease_serum_concentration,Common dab,vitamin d
2155,Mineral oil,decrease_serum_concentration,Common mushroom,vitamin d
2102,Mineral oil,decrease_serum_concentration,Common octopus,vitamin d
2265,Mineral oil,decrease_serum_concentration,Condensed milk,vitamin d
2230,Mineral oil,decrease_serum_concentration,Corn chip,vitamin d
2269,Mineral oil,decrease_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 0% fat",vitamin d
2270,Mineral oil,decrease_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 1% fat",vitamin d
2271,Mineral oil,decrease_serum_concentration,"Cow milk, pasteurized, vitamin A + D added, 2% fat",vitamin d
2272,Mineral oil,decrease_serum_concentration,"Cow milk, pasteurized, vitamin D added, 3.25% fat",vitamin d
2251,Mineral oil,decrease_serum_concentration,Cracker,vitamin d
2151,Mineral oil,decrease_serum_concentration,Crayfish,vitamin d
2196,Mineral oil,decrease_serum_concentration,Cream,vitamin d
2191,Mineral oil,decrease_serum_concentration,Crisp bread,vitamin d
2153,Mineral oil,decrease_serum_concentration,Domestic pig,vitamin d
2210,Mineral oil,decrease_serum_concentration,Dried milk,vitamin d
2260,Mineral oil,decrease_serum_concentration,Dripping,vitamin d
2226,Mineral oil,decrease_serum_concentration,Dulce de leche,vitamin d
2104,Mineral oil,decrease_serum_concentration,Eastern oyster,vitamin d
2229,Mineral oil,decrease_serum_concentration,Egg roll,vitamin d
2241,Mineral oil,decrease_serum_concentration,Egg substitute,vitamin d
2185,Mineral oil,decrease_serum_concentration,Eggs,vitamin d
2157,Mineral oil,decrease_serum_concentration,Enokitake,vitamin d
2106,Mineral oil,decrease_serum_concentration,European anchovy,vitamin d
2255,Mineral oil,decrease_serum_concentration,Evaporated milk,vitamin d
2152,Mineral oil,decrease_serum_concentration,Flatfish,vitamin d
2107,Mineral oil,decrease_serum_concentration,Florida pompano,vitamin d
2105,Mineral oil,decrease_serum_concentration,Freshwater eel,vitamin d
2258,Mineral oil,decrease_serum_concentration,Frozen yogurt,vitamin d
2257,Mineral oil,decrease_serum_concentration,Fruit-flavor drink,vitamin d
2144,Mineral oil,decrease_serum_concentration,Gadus (Common cod),vitamin d
2171,Mineral oil,decrease_serum_concentration,Garfish,vitamin d
2133,Mineral oil,decrease_serum_concentration,Greater sturgeon,vitamin d
2108,Mineral oil,decrease_serum_concentration,Greenland halibut/turbot,vitamin d
2109,Mineral oil,decrease_serum_concentration,Haddock,vitamin d
2221,Mineral oil,decrease_serum_concentration,Hamburger,vitamin d
2110,Mineral oil,decrease_serum_concentration,Hippoglossus (Common halibut),vitamin d
2209,Mineral oil,decrease_serum_concentration,Hot chocolate,vitamin d
2187,Mineral oil,decrease_serum_concentration,Ice cream,vitamin d
2250,Mineral oil,decrease_serum_concentration,Ice cream cone,vitamin d
2218,Mineral oil,decrease_serum_concentration,Icing,vitamin d
2231,Mineral oil,decrease_serum_concentration,Junket,vitamin d
2212,Mineral oil,decrease_serum_concentration,Kefir,vitamin d
2172,Mineral oil,decrease_serum_concentration,Lake trout,vitamin d
2206,Mineral oil,decrease_serum_concentration,Lard,vitamin d
2173,Mineral oil,decrease_serum_concentration,Lumpsucker,vitamin d
2159,Mineral oil,decrease_serum_concentration,Maitake,vitamin d
2266,Mineral oil,decrease_serum_concentration,Margarine,vitamin d
2267,Mineral oil,decrease_serum_concentration,Margarine-like spread,vitamin d
2238,Mineral oil,decrease_serum_concentration,Meatloaf,vitamin d
2184,Mineral oil,decrease_serum_concentration,Milk (Cow),vitamin d
2200,Mineral oil,decrease_serum_concentration,Milk (Human),vitamin d
2211,Mineral oil,decrease_serum_concentration,Milk (Other mammals),vitamin d
2268,Mineral oil,decrease_serum_concentration,Milk substitute,vitamin d
2259,Mineral oil,decrease_serum_concentration,Milkshake,vitamin d
2233,Mineral oil,decrease_serum_concentration,Morchella (Morel),vitamin d
2095,Mineral oil,decrease_serum_concentration,Northern bluefin tuna,vitamin d
2116,Mineral oil,decrease_serum_concentration,Northern pike,vitamin d
2242,Mineral oil,decrease_serum_concentration,Nutritional drink,vitamin d
2207,Mineral oil,decrease_serum_concentration,Other animal fat,vitamin d
2201,Mineral oil,decrease_serum_concentration,Other beverage,vitamin d
2085,Mineral oil,decrease_serum_concentration,Other bread,vitamin d
2261,Mineral oil,decrease_serum_concentration,Other dish,vitamin d
2214,Mineral oil,decrease_serum_concentration,Other fermented milk,vitamin d
2199,Mineral oil,decrease_serum_concentration,Other fish product,vitamin d
2232,Mineral oil,decrease_serum_concentration,Other frozen dessert,vitamin d
2254,Mineral oil,decrease_serum_concentration,Other pasta dish,vitamin d
2243,Mineral oil,decrease_serum_concentration,Other sandwich,vitamin d
2190,Mineral oil,decrease_serum_concentration,Other snack food,vitamin d
2158,Mineral oil,decrease_serum_concentration,Oyster mushroom,vitamin d
2100,Mineral oil,decrease_serum_concentration,Pacific cod,vitamin d
2111,Mineral oil,decrease_serum_concentration,Pacific jack mackerel,vitamin d
2115,Mineral oil,decrease_serum_concentration,Pacific rockfish,vitamin d
2125,Mineral oil,decrease_serum_concentration,Pacific sardine,vitamin d
2091,Mineral oil,decrease_serum_concentration,Painted comber,vitamin d
2234,Mineral oil,decrease_serum_concentration,Pancake,vitamin d
2087,Mineral oil,decrease_serum_concentration,Pasta,vitamin d
2192,Mineral oil,decrease_serum_concentration,Pastry,vitamin d
2148,Mineral oil,decrease_serum_concentration,Perciformes,vitamin d
2147,Mineral oil,decrease_serum_concentration,Percoidei (Bass and others),vitamin d
2249,Mineral oil,decrease_serum_concentration,Pie,vitamin d
2248,Mineral oil,decrease_serum_concentration,Pie crust,vitamin d
2176,Mineral oil,decrease_serum_concentration,Pikeperch,vitamin d
2119,Mineral oil,decrease_serum_concentration,Pink salmon,vitamin d
2177,Mineral oil,decrease_serum_concentration,"Pleuronectidae (Dab, Halibut, Plaice)",vitamin d
2142,Mineral oil,decrease_serum_concentration,Pollock,vitamin d
2262,Mineral oil,decrease_serum_concentration,Pot pie,vitamin d
2084,Mineral oil,decrease_serum_concentration,Potato,vitamin d
2256,Mineral oil,decrease_serum_concentration,Potato bread,vitamin d
2224,Mineral oil,decrease_serum_concentration,Processed cheese,vitamin d
2235,Mineral oil,decrease_serum_concentration,Pudding,vitamin d
2154,Mineral oil,decrease_serum_concentration,Quail,vitamin d
2239,Mineral oil,decrease_serum_concentration,Quesadilla,vitamin d
2117,Mineral oil,decrease_serum_concentration,Rainbow smelt,vitamin d
2118,Mineral oil,decrease_serum_concentration,Rainbow trout,vitamin d
2252,Mineral oil,decrease_serum_concentration,Ravioli,vitamin d
2205,Mineral oil,decrease_serum_concentration,Remoulade,vitamin d
2216,Mineral oil,decrease_serum_concentration,Roe,vitamin d
2225,Mineral oil,decrease_serum_concentration,Salad,vitamin d
2193,Mineral oil,decrease_serum_concentration,Salad dressing,vitamin d
2135,Mineral oil,decrease_serum_concentration,"Salmonidae (Salmon, Trout)",vitamin d
2194,Mineral oil,decrease_serum_concentration,Sauce,vitamin d
2197,Mineral oil,decrease_serum_concentration,Sausage,vitamin d
2126,Mineral oil,decrease_serum_concentration,Scallop,vitamin d
2174,Mineral oil,decrease_serum_concentration,"Scombridae (Bonito, Mackerel, Tuna)",vitamin d
2253,Mineral oil,decrease_serum_concentration,Scrapple,vitamin d
2127,Mineral oil,decrease_serum_concentration,Scup,vitamin d
